Postcode,Population
SN7  8,"4,393"
SN8  1,"6,804"
SN8  2,"6,121"
SN8  3,"6,890"
SN8  4,"4,203"
SN9  5,"5,005"
SN9  6,"3,125"
SO14 0,"7,763"
SO14 1,"3,463"
SO14 2,"1,150"
SO14 3,"6,332"
SO14 5,"2,508"
SO14 6,"5,988"
SO14 7,247
SO15 0,"1,233"
SO15 1,"1,618"
SO15 2,"10,023"
SO15 3,"6,986"
SO15 4,"3,154"
SO15 5,"12,549"
SO15 7,"2,930"
SO15 8,"3,619"
SO16 0,"1,529"
SO16 2,821
SO16 3,"11,168"
SO16 4,"7,223"
SO16 5,"7,542"
SO16 6,"7,301"
SO16 7,"6,206"
SO16 8,"12,358"
SO16 9,"11,770"
SO17 1,"6,840"
SO17 2,"7,729"
SO17 3,"4,753"
SO18 1,"8,209"
SO18 2,"10,462"
SO18 3,"4,203"
SO18 4,"4,138"
SO18 5,"7,714"
SO18 6,"2,264"
SO19 0,"3,784"
SO19 1,"2,947"
SO19 2,"6,233"
SO19 4,"1,969"
SO19 5,"1,560"
SO19 6,"9,244"
SO19 7,"7,433"
SO19 8,"8,190"
SO19 9,"14,982"
SO20 6,"4,346"
SO20 8,"3,735"
SO21 1,"7,285"
SO21 2,"6,172"
SO21 3,"6,100"
SO22 4,"11,717"
SO22 5,"7,831"
SO22 6,"9,063"
SO23 0,"5,490"
SO23 7,"9,186"
SO23 8,"2,740"
SO23 9,"4,948"
SO24 0,"4,264"
SO24 9,"7,060"
SO30 0,"6,658"
SO30 2,"13,627"
SO30 3,"6,124"
SO30 4,"5,869"
SO31 1,"1,743"
SO31 4,"4,695"
SO31 5,"6,338"
SO31 6,"11,326"
SO31 7,"6,846"
SO31 8,"6,955"
SO31 9,"6,830"
SO32 1,"7,386"
SO32 2,"9,502"
SO32 3,"2,864"
SO40 2,"9,306"
SO40 3,"7,229"
SO40 4,"6,141"
SO40 7,"5,375"
SO40 8,"8,227"
SO40 9,"5,577"
SO41 0,"9,898"
SO41 3,"2,730"
SO41 5,"1,421"
SO41 6,"3,644"
SO41 8,"7,110"
SO41 9,"6,585"
SO42 7,"5,273"
SO43 7,"4,391"
SO45 1,"7,879"
SO45 2,"6,582"
SO45 3,"4,736"
SO45 4,"5,362"
SO45 5,"6,965"
SO45 6,"3,463"
SO50 4,"9,080"
SO50 5,"10,176"
SO50 6,"6,202"
SO50 7,"8,008"
SO50 8,"6,741"
SO50 9,"6,183"
SO51 0,"4,169"
SO51 5,"4,093"
SO51 6,"4,535"
SO51 7,"8,272"
SO51 8,"4,633"
SO51 9,876
SO52 9,"7,037"
SO53 1,"5,232"
SO53 2,"8,335"
SO53 3,"6,437"
SO53 4,"7,462"
SO53 5,"4,993"
SP1  1,"4,949"
SP1  2,"3,922"
SP1  3,"12,620"
SP10 1,"3,889"
SP10 2,"9,767"
SP10 3,"14,110"
SP10 4,"6,845"
SP10 5,"6,041"
SP11 0,"3,439"
SP11 6,"4,351"
SP11 7,"4,452"
SP11 8,"4,080"
SP11 9,"7,124"
SP2  0,"4,922"
SP2  7,"7,230"
SP2  8,"8,325"
SP2  9,"8,832"
SP3  4,"4,241"
SP3  5,"2,913"
SP3  6,"4,149"
SP4  0,"2,616"
SP4  6,"4,011"
SP4  7,"10,825"
SP4  8,"7,993"
SP4  9,"5,666"
SP5  1,"4,699"
SP5  2,"6,223"
SP5  3,"5,734"
SP5  4,"2,255"
SP5  5,"3,450"
SP6  1,"6,411"
SP6  2,"2,736"
SP6  3,"4,900"
SP7  0,"2,599"
SP7  8,"7,094"
SP7  9,"3,863"
SP8  4,"11,278"
SP8  5,"3,292"
SP9  7,"10,678"
SR1  1,939
SR1  2,"3,498"
SR1  3,977
SR2  0,"9,680"
SR2  7,"8,699"
SR2  8,"6,974"
SR2  9,"7,580"
SR3  1,"12,522"
SR3  2,"10,449"
SR3  3,"9,449"
SR3  4,"6,992"
SR4  0,"7,259"
SR4  6,"8,461"
SR4  7,"10,212"
SR4  8,"9,377"
SR4  9,"6,271"
SR5  1,"6,013"
SR5  2,"5,112"
SR5  3,"8,465"
SR5  4,"6,136"
SR5  5,"9,066"
SR6  0,"5,742"
SR6  7,"9,778"
SR6  8,"6,144"
SR6  9,"8,422"
SR7  0,"5,838"
SR7  7,"10,129"
SR7  8,"7,522"
SR7  9,"7,676"
SR8  1,"4,651"
SR8  2,"8,279"
SR8  3,"7,573"
SR8  4,"7,916"
SR8  5,"7,025"
SS0  0,"9,970"
SS0  7,"10,059"
SS0  8,"7,844"
SS0  9,"13,581"
SS1  1,"3,138"
SS1  2,"14,061"
SS1  3,"8,754"
SS11 7,"7,001"
SS11 8,"9,737"
SS12 0,"6,959"
SS12 9,"11,070"
SS13 1,"9,231"
SS13 2,"5,396"
SS13 3,"7,497"
SS14 1,"9,518"
SS14 2,"11,007"
SS14 3,"4,390"
SS15 4,"5,443"
SS15 5,"16,186"
SS15 6,"8,634"
SS16 4,"11,825"
SS16 5,"9,879"
SS16 6,"7,786"
SS17 0,"8,181"
SS17 7,"11,475"
SS17 8,"9,021"
SS17 9,"4,146"
SS2  4,"16,707"
SS2  5,"8,417"
SS2  6,"11,331"
SS3  0,"7,327"
SS3  8,"5,606"
SS3  9,"15,671"
SS4  1,"11,621"
SS4  2,843
SS4  3,"8,529"
SS5  4,"9,369"
SS5  5,"5,888"
SS5  6,"6,283"
SS6  7,"6,613"
SS6  8,"12,843"
SS6  9,"12,336"
SS7  1,"9,343"
SS7  2,"9,707"
SS7  3,"10,934"
SS7  4,"8,696"
SS7  5,"10,576"
SS8  0,"6,890"
SS8  7,"8,132"
SS8  8,"7,474"
SS8  9,"15,674"
SS9  1,"9,711"
SS9  2,"8,307"
SS9  3,"10,504"
SS9  4,"9,703"
SS9  5,"11,853"
ST1  2,"3,631"
ST1  3,"4,998"
ST1  4,"4,069"
ST1  5,"3,319"
ST1  6,"13,843"
ST10 1,"11,283"
ST10 2,"5,191"
ST10 3,"2,223"
ST10 4,"6,901"
ST11 9,"9,995"
ST12 9,"3,809"
ST13 5,"6,307"
ST13 6,"6,208"
ST13 7,"6,781"
ST13 8,"8,685"
ST14 5,"4,748"
ST14 7,"8,383"
ST14 8,"7,414"
ST15 0,"8,964"
ST15 8,"12,448"
ST16 1,"12,949"
ST16 2,"1,716"
ST16 3,"16,290"
ST17 0,"12,204"
ST17 4,"12,322"
ST17 9,"15,192"
ST18 0,"10,721"
ST18 9,"5,502"
ST19 5,"8,526"
ST19 9,"6,225"
ST2  0,"10,287"
ST2  7,"8,011"
ST2  8,"7,269"
ST2  9,"8,625"
ST20 0,"6,711"
ST21 6,"5,674"
ST3  1,"5,757"
ST3  2,"7,801"
ST3  3,"7,937"
ST3  4,"9,272"
ST3  5,"13,915"
ST3  6,"9,687"
ST3  7,"13,301"
ST4  1,"1,335"
ST4  2,"7,363"
ST4  3,"7,319"
ST4  4,"6,533"
ST4  5,"7,816"
ST4  6,"8,009"
ST4  7,"6,742"
ST4  8,"12,080"
ST5  0,"9,063"
ST5  1,"3,084"
ST5  2,"9,149"
ST5  3,"9,535"
ST5  4,"6,179"
ST5  5,"5,936"
ST5  6,"8,796"
ST5  7,"11,636"
ST5  8,"11,532"
ST5  9,"7,490"
ST6  1,"7,253"
ST6  2,"2,891"
ST6  3,"3,415"
ST6  4,"4,778"
ST6  5,"10,086"
ST6  6,"14,103"
ST6  7,"9,374"
ST6  8,"12,554"
ST7  1,"11,024"
ST7  2,"11,893"
ST7  3,"7,451"
ST7  4,"14,601"
ST7  8,"7,914"
ST8  6,"11,226"
ST8  7,"9,149"
ST9  0,"6,155"
ST9  9,"5,510"
SW10 0,"9,055"
SW10 9,"9,423"
SW11 1,"9,502"
SW11 2,"13,912"
SW11 3,"11,688"
SW11 4,"8,147"
SW11 5,"17,165"
SW11 6,"11,303"
SW12 0,"7,826"
SW12 8,"12,832"
SW12 9,"10,928"
SW13 0,"6,917"
SW13 8,"1,917"
SW13 9,"7,356"
SW14 7,"7,593"
SW14 8,"9,237"
SW15 1,"10,044"
SW15 2,"10,338"
SW15 3,"11,536"
SW15 4,"10,338"
SW15 5,"9,901"
SW15 6,"8,299"
SW16 1,"10,750"
SW16 2,"16,493"
SW16 3,"8,864"
SW16 4,"13,469"
SW16 5,"17,193"
SW16 6,"14,158"
SW17 0,"14,832"
SW17 6,"1,806"
SW17 7,"12,324"
SW17 8,"19,501"
SW17 9,"15,752"
SW18 1,"10,734"
SW18 2,"9,817"
SW18 3,"14,557"
SW18 4,"10,453"
SW18 5,"13,431"
SW19 1,"10,393"
SW19 2,"12,147"
SW19 3,"10,792"
SW19 4,"6,463"
SW19 5,"3,987"
SW19 6,"12,029"
SW19 7,"6,379"
SW19 8,"15,486"
SW1A 1,246
SW1E 5,258
SW1E 6,661
SW1H 0,388
SW1H 9,346
SW1P 1,"2,590"
SW1P 2,"3,526"
SW1P 3,855
SW1P 4,"6,537"
SW1V 1,"2,144"
SW1V 2,"5,743"
SW1V 3,"8,580"
SW1V 4,"6,107"
SW1W 0,695
SW1W 8,"5,565"
SW1W 9,"2,297"
SW1X 0,"1,894"
SW1X 7,998
SW1X 8,"1,447"
SW1X 9,"1,687"
SW1Y 4,299
SW1Y 6,251
SW2  1,"7,312"
SW2  2,"12,003"
SW2  3,"13,760"
SW2  4,"11,238"
SW2  5,"10,018"
SW20 0,"9,083"
SW20 8,"10,556"
SW20 9,"8,636"
SW3  1,"1,100"
SW3  2,"4,485"
SW3  3,"4,352"
SW3  4,"4,203"
SW3  5,"4,989"
SW3  6,"3,041"
SW4  0,"6,382"
SW4  6,"10,356"
SW4  7,"8,423"
SW4  8,"7,320"
SW4  9,"7,105"
SW5  0,"7,010"
SW5  9,"8,483"
SW6  1,"7,004"
SW6  2,"12,535"
SW6  3,"8,994"
SW6  4,"7,300"
SW6  5,"7,657"
SW6  6,"11,475"
SW6  7,"10,184"
SW7  1,"3,739"
SW7  2,"2,283"
SW7  3,"4,444"
SW7  4,"4,328"
SW7  5,"5,058"
SW8  1,"11,047"
SW8  2,"10,224"
SW8  3,"6,226"
SW8  4,"8,539"
SW8  5,372
SW9  0,"11,392"
SW9  6,"5,951"
SW9  7,"8,890"
SW9  8,"5,556"
SW9  9,"11,610"
SY1  1,"1,532"
SY1  2,"7,160"
SY1  3,"8,429"
SY1  4,"9,415"
SY10 0,"2,231"
SY10 7,"4,078"
SY10 8,"3,527"
SY10 9,"4,827"
SY11 1,"6,031"
SY11 2,"10,751"
SY11 3,"5,779"
SY11 4,"4,453"
SY12 0,"4,437"
SY12 9,"3,813"
SY13 1,"9,710"
SY13 2,"4,062"
SY13 3,"3,027"
SY13 4,"2,750"
SY14 7,"2,424"
SY14 8,"3,220"
SY15 6,"5,199"
SY16 1,"6,685"
SY16 2,"4,253"
SY16 3,"2,743"
SY16 4,"2,551"
SY17 5,"3,553"
SY18 6,"4,648"
SY19 7,"1,169"
SY2  5,"11,879"
SY2  6,"5,656"
SY20 8,"4,577"
SY20 9,"2,344"
SY21 0,"2,821"
SY21 7,"5,948"
SY21 8,"4,695"
SY21 9,"2,786"
SY22 5,"1,999"
SY22 6,"7,535"
SY23 1,"7,301"
SY23 2,"3,967"
SY23 3,"11,362"
SY23 4,"5,401"
SY23 5,"2,827"
SY24 5,"4,663"
SY25 6,"4,343"
SY3  0,"5,079"
SY3  5,"4,352"
SY3  6,"2,672"
SY3  7,"7,834"
SY3  8,"8,820"
SY3  9,"5,028"
SY4  1,"3,120"
SY4  2,"2,806"
SY4  3,"3,967"
SY4  4,"5,870"
SY4  5,"8,777"
SY5  0,"6,433"
SY5  6,"3,890"
SY5  7,"3,172"
SY5  8,"3,128"
SY5  9,"4,665"
SY6  6,"4,113"
SY6  7,"2,441"
SY7  0,"3,547"
SY7  8,"3,623"
SY7  9,"4,714"
SY8  1,"8,438"
SY8  2,"3,414"
SY8  3,"3,423"
SY8  4,"3,358"
SY9  5,"2,895"
TA1  1,"5,752"
TA1  2,"12,921"
TA1  3,"8,033"
TA1  4,"6,096"
TA1  5,"6,671"
TA10 0,"3,950"
TA10 9,"5,320"
TA11 6,"6,430"
TA11 7,"2,736"
TA12 6,"6,353"
TA13 5,"3,973"
TA14 6,"2,986"
TA15 6,831
TA16 5,"1,979"
TA17 8,442
TA18 7,"3,838"
TA18 8,"6,201"
TA19 0,"5,772"
TA19 9,"5,916"
TA2  6,"8,551"
TA2  7,"10,017"
TA2  8,"7,956"
TA20 1,"7,780"
TA20 2,"7,552"
TA20 3,"2,690"
TA20 4,"2,310"
TA21 0,"4,092"
TA21 8,"7,262"
TA21 9,"6,801"
TA22 9,"2,619"
TA23 0,"5,681"
TA24 5,"6,406"
TA24 6,"5,373"
TA24 7,"1,846"
TA24 8,"5,025"
TA3  5,"5,773"
TA3  6,"4,606"
TA3  7,"4,033"
TA4  1,"5,280"
TA4  2,"4,234"
TA4  3,"5,375"
TA4  4,"3,960"
TA5  1,"5,260"
TA5  2,"4,895"
TA6  3,"9,569"
TA6  4,"12,650"
TA6  5,"5,934"
TA6  6,"11,145"
TA6  7,"7,022"
TA7  0,"4,917"
TA7  8,"5,948"
TA7  9,"4,117"
TA8  1,"7,558"
TA8  2,"9,380"
TA9  3,"8,188"
TA9  4,"4,192"
TD12 4,"1,163"
TD15 1,"5,448"
TD15 2,"11,713"
TF1  1,"4,312"
TF1  2,"7,106"
TF1  3,"7,596"
TF1  5,"8,583"
TF1  6,"9,547"
TF10 7,"10,514"
TF10 8,"4,503"
TF10 9,"3,381"
TF11 8,"6,357"
TF11 9,"3,550"
TF12 5,"5,609"
TF13 6,"3,696"
TF2  0,"2,639"
TF2  6,"6,938"
TF2  7,"7,869"
TF2  8,"10,334"
TF2  9,"11,033"
TF3  1,"10,859"
TF3  2,"9,044"
TF3  5,"4,051"
TF4  2,"9,126"
TF4  3,"9,072"
TF5  0,"5,346"
TF6  5,"1,435"
TF6  6,"3,562"
TF7  4,"5,915"
TF7  5,"11,716"
TF8  7,"2,903"
TF9  1,"6,282"
TF9  2,"6,121"
TF9  3,"8,252"
TF9  4,"4,810"
TN1  1,"3,831"
TN1  2,"7,416"
TN10 3,"7,971"
TN10 4,"8,312"
TN11 0,"4,404"
TN11 8,"3,689"
TN11 9,"5,779"
TN12 0,"5,947"
TN12 5,"3,306"
TN12 6,"10,404"
TN12 7,"2,863"
TN12 8,"2,435"
TN12 9,"4,520"
TN13 1,"5,429"
TN13 2,"9,270"
TN13 3,"10,294"
TN14 5,"6,698"
TN14 6,"3,324"
TN14 7,"4,948"
TN15 0,"4,231"
TN15 6,"9,660"
TN15 7,"3,440"
TN15 8,"5,065"
TN15 9,"1,942"
TN16 1,"5,023"
TN16 2,"2,509"
TN16 3,"11,761"
TN17 1,"2,552"
TN17 2,"3,581"
TN17 3,"4,799"
TN17 4,"3,788"
TN18 4,"3,963"
TN18 5,"2,649"
TN19 7,"5,000"
TN2  3,"9,910"
TN2  4,"8,619"
TN2  5,"9,899"
TN20 6,"3,718"
TN21 0,"5,862"
TN21 8,"7,152"
TN21 9,"2,969"
TN22 1,"6,310"
TN22 2,"3,391"
TN22 3,"4,230"
TN22 4,"3,480"
TN22 5,"8,772"
TN23 1,"1,721"
TN23 3,"13,916"
TN23 4,"5,160"
TN23 5,"14,538"
TN23 6,"1,529"
TN23 7,"3,032"
TN24 0,"14,213"
TN24 8,"6,051"
TN24 9,"11,355"
TN25 4,"4,842"
TN25 5,"3,585"
TN25 6,"4,976"
TN25 7,"2,153"
TN26 1,"2,730"
TN26 2,"3,484"
TN26 3,"4,968"
TN27 0,"4,069"
TN27 8,"3,875"
TN27 9,"4,460"
TN28 8,"8,455"
TN29 0,"7,442"
TN29 9,"6,315"
TN3  0,"5,602"
TN3  8,"1,706"
TN3  9,"4,414"
TN30 6,"5,626"
TN30 7,"3,681"
TN31 6,"6,443"
TN31 7,"7,099"
TN32 5,"5,238"
TN33 0,"8,195"
TN33 9,"4,550"
TN34 1,"5,736"
TN34 2,"12,297"
TN34 3,"11,658"
TN35 4,"6,721"
TN35 5,"10,486"
TN36 4,"2,303"
TN37 6,"10,187"
TN37 7,"10,374"
TN38 0,"14,113"
TN38 8,"4,684"
TN38 9,"10,238"
TN39 3,"10,315"
TN39 4,"9,871"
TN39 5,"5,582"
TN4  0,"9,053"
TN4  8,"9,096"
TN4  9,"14,090"
TN40 1,"7,293"
TN40 2,"10,129"
TN5  6,"4,883"
TN5  7,"3,873"
TN6  1,"8,075"
TN6  2,"10,317"
TN6  3,"6,038"
TN7  4,"2,151"
TN8  5,"5,213"
TN8  6,"4,838"
TN8  7,"2,629"
TN9  1,"7,019"
TN9  2,"11,016"
TQ1  1,"8,188"
TQ1  2,"4,401"
TQ1  3,"8,995"
TQ1  4,"10,117"
TQ10 9,"4,029"
TQ11 0,"4,133"
TQ12 1,"11,294"
TQ12 2,"5,195"
TQ12 3,"10,451"
TQ12 4,"8,588"
TQ12 5,"8,912"
TQ12 6,"8,554"
TQ13 0,"6,075"
TQ13 7,"5,492"
TQ13 8,"3,836"
TQ13 9,"7,731"
TQ14 0,"1,762"
TQ14 8,"7,484"
TQ14 9,"10,215"
TQ2  5,"4,816"
TQ2  6,"10,317"
TQ2  7,"10,884"
TQ2  8,"7,527"
TQ3  1,"8,322"
TQ3  2,"8,401"
TQ3  3,"13,645"
TQ4  5,"5,806"
TQ4  6,"4,100"
TQ4  7,"8,741"
TQ5  0,"5,974"
TQ5  8,"5,028"
TQ5  9,"8,302"
TQ6  0,"3,203"
TQ6  9,"5,064"
TQ7  1,"5,887"
TQ7  2,"3,869"
TQ7  3,"3,693"
TQ7  4,"3,043"
TQ8  8,"2,071"
TQ9  5,"8,076"
TQ9  6,"4,674"
TQ9  7,"4,509"
TR1  1,"8,673"
TR1  2,"3,237"
TR1  3,"8,624"
TR10 8,"7,093"
TR10 9,"4,165"
TR11 2,"8,326"
TR11 3,"4,708"
TR11 4,"6,783"
TR11 5,"9,009"
TR12 6,"4,128"
TR12 7,"5,456"
TR13 0,"4,280"
TR13 8,"10,090"
TR13 9,"5,453"
TR14 0,"4,673"
TR14 7,"8,751"
TR14 8,"8,832"
TR14 9,"2,376"
TR15 1,"6,060"
TR15 2,"6,140"
TR15 3,"7,894"
TR16 4,"5,380"
TR16 5,"5,115"
TR16 6,"3,665"
TR17 0,"1,447"
TR18 2,"5,246"
TR18 3,"6,371"
TR18 4,"4,719"
TR18 5,"3,536"
TR19 6,"3,300"
TR19 7,"5,733"
TR2  4,"5,322"
TR2  5,"4,143"
TR20 8,"4,709"
TR20 9,"4,584"
TR21 0,"1,723"
TR22 0,169
TR24 0,175
TR25 0,136
TR26 1,"3,741"
TR26 2,"6,225"
TR26 3,"1,676"
TR27 4,"7,292"
TR27 5,"4,287"
TR27 6,"3,187"
TR3  6,"7,899"
TR3  7,"4,500"
TR4  8,"6,028"
TR4  9,"5,019"
TR5  0,"3,884"
TR6  0,"3,516"
TR7  1,"6,213"
TR7  2,"8,389"
TR7  3,"5,587"
TR8  4,"3,506"
TR8  5,"4,467"
TR9  6,"8,224"
TS1  1,148
TS1  2,"1,453"
TS1  3,"5,898"
TS1  4,"8,514"
TS1  5,"1,189"
TS10 1,"6,995"
TS10 2,"11,089"
TS10 3,"5,437"
TS10 4,"8,928"
TS10 5,"4,624"
TS11 6,"3,893"
TS11 7,"4,389"
TS11 8,"3,663"
TS12 1,"5,958"
TS12 2,"12,848"
TS12 3,"3,708"
TS13 4,"7,988"
TS13 5,"2,381"
TS14 6,"6,875"
TS14 7,"5,767"
TS14 8,"4,985"
TS15 0,"2,404"
TS15 9,"10,398"
TS16 0,"7,444"
TS16 9,"3,005"
TS17 0,"13,994"
TS17 5,"10,340"
TS17 6,"4,371"
TS17 7,"2,160"
TS17 8,"6,499"
TS17 9,"7,755"
TS18 1,"2,329"
TS18 2,"3,341"
TS18 3,"6,007"
TS18 4,"6,292"
TS18 5,"6,908"
TS19 0,"12,340"
TS19 7,"8,982"
TS19 8,"10,013"
TS19 9,"5,780"
TS2  1,773
TS20 1,"11,234"
TS20 2,"9,503"
TS21 1,"3,934"
TS21 2,"2,977"
TS21 3,"3,171"
TS21 4,"2,588"
TS22 5,"8,506"
TS23 1,"5,989"
TS23 2,"7,748"
TS23 3,"14,796"
TS23 4,"1,692"
TS24 0,"6,441"
TS24 7,"1,320"
TS24 8,"6,147"
TS24 9,"7,932"
TS25 1,"9,183"
TS25 2,"7,798"
TS25 3,"5,621"
TS25 4,"5,822"
TS25 5,"10,403"
TS26 0,"12,751"
TS26 8,"5,546"
TS26 9,"7,153"
TS27 3,"5,389"
TS27 4,"6,938"
TS28 5,"5,277"
TS29 6,"6,266"
TS3  0,"7,213"
TS3  6,"3,122"
TS3  7,"7,171"
TS3  8,"4,484"
TS3  9,"7,663"
TS4  2,"8,428"
TS4  3,"8,801"
TS5  4,"5,796"
TS5  5,"8,076"
TS5  6,"7,896"
TS5  7,"6,444"
TS5  8,"11,505"
TS6  0,"10,184"
TS6  6,"3,150"
TS6  7,"4,725"
TS6  8,"2,917"
TS6  9,"9,374"
TS7  0,"6,536"
TS7  8,"9,241"
TS7  9,"6,010"
TS8  0,"9,474"
TS8  9,"11,537"
TS9  5,"5,323"
TS9  6,"5,196"
TS9  7,"2,218"
TW1  1,"8,117"
TW1  2,"6,153"
TW1  3,"3,764"
TW1  4,"7,358"
TW10 5,"2,986"
TW10 6,"8,397"
TW10 7,"7,769"
TW11 0,"6,598"
TW11 8,"8,507"
TW11 9,"8,305"
TW12 1,"7,030"
TW12 2,"9,427"
TW12 3,"6,553"
TW13 4,"12,679"
TW13 5,"9,537"
TW13 6,"8,306"
TW13 7,"5,736"
TW14 0,"6,093"
TW14 8,"9,711"
TW14 9,"12,219"
TW15 1,"10,483"
TW15 2,"8,024"
TW15 3,"8,955"
TW16 5,"5,046"
TW16 6,"5,601"
TW16 7,"9,496"
TW17 0,"5,308"
TW17 8,"6,423"
TW17 9,"2,511"
TW18 1,"8,919"
TW18 2,"7,545"
TW18 3,"4,396"
TW18 4,"5,313"
TW19 5,"3,954"
TW19 6,"1,371"
TW19 7,"10,694"
TW2  5,"9,427"
TW2  6,"10,633"
TW2  7,"10,585"
TW20 0,"10,297"
TW20 8,"7,854"
TW20 9,"6,694"
TW3  1,"8,341"
TW3  2,"10,436"
TW3  3,"12,504"
TW3  4,"8,887"
TW4  5,"9,918"
TW4  6,"5,731"
TW4  7,"11,580"
TW5  0,"13,955"
TW5  9,"15,508"
TW7  4,"7,975"
TW7  5,"9,162"
TW7  6,"10,529"
TW7  7,"9,874"
TW8  0,"8,715"
TW8  8,"5,007"
TW8  9,"5,945"
TW9  1,"4,073"
TW9  2,"6,466"
TW9  3,"4,529"
TW9  4,"6,563"
UB1  1,"10,330"
UB1  2,"20,011"
UB1  3,"10,033"
UB10 0,"10,714"
UB10 8,"12,043"
UB10 9,"10,737"
UB2  4,"12,999"
UB2  5,"19,240"
UB3  1,"9,967"
UB3  2,"14,063"
UB3  3,"7,647"
UB3  4,"10,406"
UB3  5,"6,050"
UB4  0,"14,378"
UB4  8,"13,011"
UB4  9,"12,227"
UB5  4,"16,225"
UB5  5,"12,826"
UB5  6,"16,904"
UB6  0,"12,639"
UB6  7,"8,723"
UB6  8,"14,624"
UB6  9,"15,378"
UB7  0,"3,777"
UB7  7,"9,033"
UB7  8,"7,132"
UB7  9,"9,710"
UB8  1,"5,018"
UB8  2,"12,336"
UB8  3,"19,250"
UB9  4,"2,411"
UB9  5,"4,728"
UB9  6,"7,399"
W10  4,"10,506"
W10  5,"11,896"
W10  6,"11,800"
W11  1,"10,660"
W11  2,"7,039"
W11  3,"4,796"
W11  4,"9,004"
W12  0,"14,703"
W12  7,"11,324"
W12  8,"9,038"
W12  9,"13,884"
W13  0,"10,500"
W13  8,"7,384"
W13  9,"14,527"
W14  0,"11,591"
W14  8,"11,738"
W14  9,"14,151"
W1B  1,508
W1D  3,252
W1D  4,415
W1D  6,656
W1D  7,221
W1F  0,979
W1F  7,531
W1G  6,847
W1G  7,323
W1G  8,"1,431"
W1G  9,330
W1H  1,"1,114"
W1H  2,"1,862"
W1H  4,782
W1H  5,"1,210"
W1H  7,"1,321"
W1J  5,309
W1J  6,152
W1J  7,787
W1J  8,280
W1K  1,318
W1K  2,599
W1K  3,287
W1K  4,144
W1K  5,232
W1K  6,847
W1K  7,588
W1S  1,151
W1T  1,454
W1T  2,636
W1T  3,207
W1T  4,702
W1T  5,"1,809"
W1T  6,252
W1U  1,357
W1U  2,247
W1U  3,543
W1U  4,"1,156"
W1U  5,"1,273"
W1U  6,"1,320"
W1U  8,755
W1W  5,"1,532"
W1W  6,"2,030"
W1W  7,872
W2   1,"7,437"
W2   2,"5,924"
W2   3,"7,567"
W2   4,"7,975"
W2   5,"11,008"
W2   6,"8,461"
W3   0,"6,796"
W3   6,"12,772"
W3   7,"13,762"
W3   8,"11,021"
W3   9,"8,068"
W4   1,"8,352"
W4   2,"9,953"
W4   3,"11,543"
W4   4,"5,135"
W4   5,"9,035"
W5   1,"10,117"
W5   2,"10,175"
W5   3,"10,249"
W5   4,"14,521"
W5   5,"4,881"
W6   0,"12,160"
W6   7,"6,062"
W6   8,"8,872"
W6   9,"8,634"
W7   1,"9,780"
W7   2,"7,737"
W7   3,"11,442"
W8   4,"3,714"
W8   5,"4,982"
W8   6,"5,993"
W8   7,"5,847"
W9   1,"13,037"
W9   2,"11,046"
W9   3,"13,486"
WA1  1,809
WA1  2,"2,214"
WA1  3,"10,056"
WA1  4,"8,454"
WA10 1,"2,309"
WA10 2,"4,791"
WA10 3,"9,461"
WA10 4,"8,230"
WA10 5,"6,049"
WA10 6,"7,808"
WA11 0,"16,250"
WA11 7,"6,603"
WA11 8,"5,910"
WA11 9,"11,753"
WA12 0,"4,310"
WA12 8,"7,921"
WA12 9,"9,802"
WA13 0,"6,748"
WA13 9,"6,082"
WA14 1,"3,101"
WA14 2,"5,621"
WA14 3,"4,388"
WA14 4,"6,833"
WA14 5,"7,747"
WA15 0,"4,983"
WA15 6,"12,652"
WA15 7,"10,409"
WA15 8,"8,834"
WA15 9,"5,786"
WA16 0,"5,896"
WA16 6,"2,946"
WA16 7,"3,308"
WA16 8,"7,640"
WA16 9,"3,754"
WA2  0,"17,665"
WA2  7,"7,446"
WA2  8,"5,877"
WA2  9,"9,804"
WA3  1,"3,351"
WA3  2,"9,830"
WA3  3,"10,225"
WA3  4,"4,627"
WA3  5,"4,503"
WA3  6,"10,612"
WA3  7,"4,609"
WA4  1,"10,003"
WA4  2,"13,222"
WA4  3,"4,203"
WA4  4,"3,328"
WA4  5,"7,246"
WA4  6,"8,671"
WA5  0,"5,958"
WA5  1,"13,192"
WA5  2,"10,146"
WA5  3,"11,179"
WA5  4,"3,913"
WA5  7,"1,726"
WA5  8,"6,847"
WA5  9,"5,539"
WA6  0,"3,853"
WA6  6,"4,690"
WA6  7,"5,451"
WA6  8,"2,474"
WA6  9,"2,457"
WA7  1,"6,194"
WA7  2,"15,518"
WA7  3,"3,534"
WA7  4,"9,182"
WA7  5,"13,010"
WA7  6,"15,833"
WA8  0,"3,275"
WA8  3,"6,701"
WA8  4,"6,861"
WA8  5,"2,003"
WA8  6,"7,377"
WA8  7,"10,689"
WA8  8,"12,807"
WA8  9,"12,221"
WA9  1,"5,123"
WA9  2,"6,723"
WA9  3,"11,407"
WA9  4,"13,584"
WA9  5,"12,033"
WC1A 1,268
WC1A 2,277
WC1B 3,"1,091"
WC1B 4,576
WC1E 6,"1,281"
WC1E 7,"1,001"
WC1H 0,"1,283"
WC1H 8,"2,872"
WC1H 9,"4,173"
WC1N 1,"3,196"
WC1N 2,"1,623"
WC1N 3,"2,476"
WC1R 4,630
WC1V 6,367
WC1V 7,593
